name,url,year,prize,desc
Elias James Corey,https://www.nobelprize.org/prizes/chemistry/1990/corey/facts/,1990,The Nobel Prize in Chemistry,“for his development of the theory and methodology of organic synthesis”
Joseph E. Murray,https://www.nobelprize.org/prizes/medicine/1990/murray/facts/,1990,The Nobel Prize in Physiology or Medicine,“for their discoveries concerning organ and cell transplantation in the treatment of human disease”
E. Donnall Thomas,https://www.nobelprize.org/prizes/medicine/1990/thomas/facts/,1990,The Nobel Prize in Physiology or Medicine,“for their discoveries concerning organ and cell transplantation in the treatment of human disease”
Octavio Paz,https://www.nobelprize.org/prizes/literature/1990/paz/facts/,1990,The Nobel Prize in Literature,"“for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity”"
Mikhail Gorbachev,https://www.nobelprize.org/prizes/peace/1990/gorbachev/facts/,1990,The Nobel Peace Prize,“for the leading role he played in the radical changes in East-West relations”
Harry M. Markowitz,https://www.nobelprize.org/prizes/economic-sciences/1990/markowitz/facts/,1990,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,“for their pioneering work in the theory of financial economics”
Merton H. Miller,https://www.nobelprize.org/prizes/economic-sciences/1990/miller/facts/,1990,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,“for their pioneering work in the theory of financial economics”
William F. Sharpe,https://www.nobelprize.org/prizes/economic-sciences/1990/sharpe/facts/,1990,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,“for their pioneering work in the theory of financial economics”
Norman F. Ramsey,https://www.nobelprize.org/prizes/physics/1989/ramsey/facts/,1989,The Nobel Prize in Physics,“for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks”
Hans G. Dehmelt,https://www.nobelprize.org/prizes/physics/1989/dehmelt/facts/,1989,The Nobel Prize in Physics,“for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks”
Wolfgang Paul,https://www.nobelprize.org/prizes/physics/1989/paul/facts/,1989,The Nobel Prize in Physics,“for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks”
Sidney Altman,https://www.nobelprize.org/prizes/chemistry/1989/altman/facts/,1989,The Nobel Prize in Chemistry,“for their discovery of catalytic properties of RNA”
Thomas R. Cech,https://www.nobelprize.org/prizes/chemistry/1989/cech/facts/,1989,The Nobel Prize in Chemistry,“for their discovery of catalytic properties of RNA”
J. Michael Bishop,https://www.nobelprize.org/prizes/medicine/1989/bishop/facts/,1989,The Nobel Prize in Physiology or Medicine,“for their discovery of the cellular origin of retroviral oncogenes”
Harold E. Varmus,https://www.nobelprize.org/prizes/medicine/1989/varmus/facts/,1989,The Nobel Prize in Physiology or Medicine,“for their discovery of the cellular origin of retroviral oncogenes”
Camilo José Cela,https://www.nobelprize.org/prizes/literature/1989/cela/facts/,1989,The Nobel Prize in Literature,"“for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability”"
The 14th Dalai Lama,https://www.nobelprize.org/prizes/peace/1989/lama/facts/,1989,The Nobel Peace Prize,“for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people”
Trygve Haavelmo,https://www.nobelprize.org/prizes/economic-sciences/1989/haavelmo/facts/,1989,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,“for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures”
Leon M. Lederman,https://www.nobelprize.org/prizes/physics/1988/lederman/facts/,1988,The Nobel Prize in Physics,“for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino”
Melvin Schwartz,https://www.nobelprize.org/prizes/physics/1988/schwartz/facts/,1988,The Nobel Prize in Physics,“for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino”
Jack Steinberger,https://www.nobelprize.org/prizes/physics/1988/steinberger/facts/,1988,The Nobel Prize in Physics,“for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino”
Johann Deisenhofer,https://www.nobelprize.org/prizes/chemistry/1988/deisenhofer/facts/,1988,The Nobel Prize in Chemistry,“for the determination of the three-dimensional structure of a photosynthetic reaction centre”
Robert Huber,https://www.nobelprize.org/prizes/chemistry/1988/huber/facts/,1988,The Nobel Prize in Chemistry,“for the determination of the three-dimensional structure of a photosynthetic reaction centre”
Hartmut Michel,https://www.nobelprize.org/prizes/chemistry/1988/michel/facts/,1988,The Nobel Prize in Chemistry,“for the determination of the three-dimensional structure of a photosynthetic reaction centre”
Sir James W. Black,https://www.nobelprize.org/prizes/medicine/1988/black/facts/,1988,The Nobel Prize in Physiology or Medicine,“for their discoveries of important principles for drug treatment”
Gertrude B. Elion,https://www.nobelprize.org/prizes/medicine/1988/elion/facts/,1988,The Nobel Prize in Physiology or Medicine,“for their discoveries of important principles for drug treatment”
George H. Hitchings,https://www.nobelprize.org/prizes/medicine/1988/hitchings/facts/,1988,The Nobel Prize in Physiology or Medicine,“for their discoveries of important principles for drug treatment”
Naguib Mahfouz,https://www.nobelprize.org/prizes/literature/1988/mahfouz/facts/,1988,The Nobel Prize in Literature,"“who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind”"
United Nations Peacekeeping Forces,https://www.nobelprize.org/prizes/peace/1988/un/facts/,1988,The Nobel Peace Prize,“for preventing armed clashes and creating conditions for negotiations”
Maurice Allais,https://www.nobelprize.org/prizes/economic-sciences/1988/allais/facts/,1988,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,“for his pioneering contributions to the theory of markets and efficient utilization of resources”
J. Georg Bednorz,https://www.nobelprize.org/prizes/physics/1987/bednorz/facts/,1987,The Nobel Prize in Physics,“for their important break-through in the discovery of superconductivity in ceramic materials”
K. Alex Müller,https://www.nobelprize.org/prizes/physics/1987/muller/facts/,1987,The Nobel Prize in Physics,“for their important break-through in the discovery of superconductivity in ceramic materials”
Donald J. Cram,https://www.nobelprize.org/prizes/chemistry/1987/cram/facts/,1987,The Nobel Prize in Chemistry,“for their development and use of molecules with structure-specific interactions of high selectivity”
Jean-Marie Lehn,https://www.nobelprize.org/prizes/chemistry/1987/lehn/facts/,1987,The Nobel Prize in Chemistry,“for their development and use of molecules with structure-specific interactions of high selectivity”
Charles J. Pedersen,https://www.nobelprize.org/prizes/chemistry/1987/pedersen/facts/,1987,The Nobel Prize in Chemistry,“for their development and use of molecules with structure-specific interactions of high selectivity”
Susumu Tonegawa,https://www.nobelprize.org/prizes/medicine/1987/tonegawa/facts/,1987,The Nobel Prize in Physiology or Medicine,“for his discovery of the genetic principle for generation of antibody diversity”
Joseph Brodsky,https://www.nobelprize.org/prizes/literature/1987/brodsky/facts/,1987,The Nobel Prize in Literature,"“for an all-embracing authorship, imbued with clarity of thought and poetic intensity”"
Oscar Arias Sánchez,https://www.nobelprize.org/prizes/peace/1987/arias/facts/,1987,The Nobel Peace Prize,“for his work for lasting peace in Central America”
Robert M. Solow,https://www.nobelprize.org/prizes/economic-sciences/1987/solow/facts/,1987,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,“for his contributions to the theory of economic growth”
Ernst Ruska,https://www.nobelprize.org/prizes/physics/1986/ruska/facts/,1986,The Nobel Prize in Physics,"“for his fundamental work in electron optics, and for the design of the first electron microscope”"
Gerd Binnig,https://www.nobelprize.org/prizes/physics/1986/binnig/facts/,1986,The Nobel Prize in Physics,"“for his fundamental work in electron optics, and for the design of the first electron microscope”"
Heinrich Rohrer,https://www.nobelprize.org/prizes/physics/1986/rohrer/facts/,1986,The Nobel Prize in Physics,"“for his fundamental work in electron optics, and for the design of the first electron microscope”"
Dudley R. Herschbach,https://www.nobelprize.org/prizes/chemistry/1986/herschbach/facts/,1986,The Nobel Prize in Chemistry,“for their contributions concerning the dynamics of chemical elementary processes”
Yuan T. Lee,https://www.nobelprize.org/prizes/chemistry/1986/lee/facts/,1986,The Nobel Prize in Chemistry,“for their contributions concerning the dynamics of chemical elementary processes”
John C. Polanyi,https://www.nobelprize.org/prizes/chemistry/1986/polanyi/facts/,1986,The Nobel Prize in Chemistry,“for their contributions concerning the dynamics of chemical elementary processes”
Stanley Cohen,https://www.nobelprize.org/prizes/medicine/1986/cohen/facts/,1986,The Nobel Prize in Physiology or Medicine,“for their discoveries of growth factors”
Rita Levi-Montalcini,https://www.nobelprize.org/prizes/medicine/1986/levi-montalcini/facts/,1986,The Nobel Prize in Physiology or Medicine,“for their discoveries of growth factors”
Wole Soyinka,https://www.nobelprize.org/prizes/literature/1986/soyinka/facts/,1986,The Nobel Prize in Literature,“who in a wide cultural perspective and with poetic overtones fashions the drama of existence”
Elie Wiesel,https://www.nobelprize.org/prizes/peace/1986/wiesel/facts/,1986,The Nobel Peace Prize,"“for being a messenger to mankind: his message is one of peace, atonement and dignity”"
James M. Buchanan Jr.,https://www.nobelprize.org/prizes/economic-sciences/1986/buchanan/facts/,1986,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,“for his development of the contractual and constitutional bases for the theory of economic and political decision-making”
Klaus von Klitzing,https://www.nobelprize.org/prizes/physics/1985/klitzing/facts/,1985,The Nobel Prize in Physics,“for the discovery of the quantized Hall effect”
Herbert A. Hauptman,https://www.nobelprize.org/prizes/chemistry/1985/hauptman/facts/,1985,The Nobel Prize in Chemistry,“for their outstanding achievements in the development of direct methods for the determination of crystal structures”
Jerome Karle,https://www.nobelprize.org/prizes/chemistry/1985/karle/facts/,1985,The Nobel Prize in Chemistry,“for their outstanding achievements in the development of direct methods for the determination of crystal structures”
